MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,TargetPrice,BedroomsPerRoom,dist_sf,dist_la,dist_sj,dist_sd,dist_coastline
8.3252,41.0,6.984126984126984,1.0238095238095237,322.0,2.5555555555555554,37.88,-122.23,4.526,0.14659090909090908,20.34982981630175,556.3665391658685,67.35754365474408,735.1468277970795,20.34982981630175
8.3014,21.0,6.238137082601054,0.9718804920913884,2401.0,2.109841827768014,37.86,-122.22,3.585,0.15579659106916469,19.936642376471674,554.1206133864127,64.98006880480223,732.8852862824059,19.936642376471674
7.2574,52.0,8.288135593220339,1.073446327683616,496.0,2.8022598870056497,37.85,-122.24,3.521,0.12951601908657123,17.861486601991647,554.4602092609076,64.82607961919327,733.1828218230663,17.861486601991647
5.6431,52.0,5.8173515981735155,1.0730593607305936,558.0,2.547945205479452,37.85,-122.25,3.413,0.18445839874411304,17.08764077829156,555.0465738433224,65.25620668242168,733.7552487486137,17.08764077829156
3.8462,52.0,6.281853281853282,1.0810810810810811,565.0,2.1814671814671813,37.85,-122.25,3.422,0.17209588199139522,17.08764077829156,555.0465738433224,65.25620668242168,733.7552487486137,17.08764077829156
4.0368,52.0,4.761658031088083,1.1036269430051813,413.0,2.139896373056995,37.85,-122.25,2.697,0.23177366702937974,17.08764077829156,555.0465738433224,65.25620668242168,733.7552487486137,17.08764077829156
3.6591,52.0,4.9319066147859925,0.9513618677042801,1094.0,2.1284046692607004,37.84,-122.25,2.992,0.19289940828402366,16.575450787023694,554.2198218939106,64.2934331571285,732.9128746042154,16.575450787023694
3.12,52.0,4.797527047913447,1.061823802163833,1157.0,1.7882534775888717,37.84,-122.25,2.414,0.22132731958762886,16.575450787023694,554.2198218939106,64.2934331571285,732.9128746042154,16.575450787023694
2.0804,42.0,4.294117647058823,1.1176470588235294,1206.0,2.026890756302521,37.84,-122.26,2.267,0.26027397260273977,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323
3.6912,52.0,4.970588235294118,0.9901960784313726,1551.0,2.172268907563025,37.84,-122.25,2.611,0.1992110453648915,16.575450787023694,554.2198218939106,64.2934331571285,732.9128746042154,16.575450787023694
3.2031,52.0,5.477611940298507,1.0796019900497513,910.0,2.263681592039801,37.85,-122.26,2.815,0.19709355131698458,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407
3.2705,52.0,4.772479564032698,1.0245231607629428,1504.0,2.0490463215258856,37.85,-122.26,2.418,0.2146731373108764,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407
3.075,52.0,5.322649572649572,1.0128205128205128,1098.0,2.3461538461538463,37.85,-122.26,2.135,0.1902850260939382,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407
2.6736,52.0,4.0,1.0977011494252873,345.0,1.9827586206896552,37.84,-122.26,1.913,0.2744252873563218,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323
1.9167,52.0,4.262903225806451,1.0096774193548388,1212.0,1.9548387096774194,37.85,-122.26,1.592,0.2368520620507,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407
2.125,50.0,4.242424242424242,1.071969696969697,697.0,2.640151515151515,37.85,-122.26,1.4,0.2526785714285715,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407
2.775,52.0,5.9395770392749245,1.0483383685800605,793.0,2.395770392749245,37.85,-122.27,1.525,0.17650050864699898,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,1.555,0.23859934853420198,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.3627684964200477,37.84,-122.26,1.587,0.20321572130415363,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323
2.6033,52.0,5.465454545454546,1.0836363636363637,690.0,2.5090909090909093,37.84,-122.27,1.629,0.19827012641383898,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,1.475,0.24500665778961384,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,1.598,0.22391702257474067,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,1.139,0.2220853858784893,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0.997,0.19964454976303314,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,0.19649280575539568,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184873,37.85,-122.28,1.075,0.22990654205607478,14.837665031719755,556.8107178516541,66.60020503959038,735.4765877485569,14.837665031719755
2.4597,49.0,4.7280334728033475,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,0.215929203539823,14.837665031719755,556.8107178516541,66.60020503959038,735.4765877485569,14.837665031719755
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,0.22181243414120125,14.837665031719755,556.8107178516541,66.60020503959038,735.4765877485569,14.837665031719755
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,1.089,0.23631123919308358,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,1.32,0.2194787379972565,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,0.23329853862212943,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,0.2234091964700418,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,1.104,0.21279916753381894,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536
1.375,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,1.049,0.22114803625377644,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,0.21538461538461537,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628
1.4861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,0.972,0.23209876543209873,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,0.24026696329254726,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,0.25810721376571805,13.715576892449535,555.1639189027997,64.71974320883717,733.7969495970706,13.715576892449535
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,1.914,0.22448979591836735,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,0.2939967105263158,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,1.554,0.25165165165165165,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,0.33226495726495725,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,0.28330995792426367,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,0.21263157894736842,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,0.21552321552321552,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,1.823,0.25362318840579706,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,0.2862222222222222,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,0.30983118172790464,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,0.3125,14.904655464136235,553.1593622430237,62.84201514340119,731.8055700922368,14.904655464136235
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,0.39640591966173366,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424
